form	lemma	POS	morph
,		COMMA	
hagren		VBDI^3^PL	
-la		PRO^A^3^SG	
barrejada		VNI	
.		.	
E		CONJ	
dixem		VBDI^1^PL	
-los		PRO^D^3^PL	
:		:	
¿		¿	
Qui		FW	
us		PRO^D^2^PL	
manava		VBDI^3^SG	
a		P	
vosaltres		PRO^2^PL	
barrejar		VB	
casa		N	
de		P	
nuyl		D^Q	
hom		N	
,		COMMA	
nós		PRO^1^PL	
estan		VG	
aquí		ADV	
,		COMMA	
mens		ADV	
de		P	
clam		N	
que		C	
no		NEG	
faéssets		VBDS^2^PL	
a		P	
nós		PRO^1^PL	
?		?	
e		CONJ	
éls		PRO^3^PL	
resposeren		VBDI^3^PL	
a		P	
aquela		D^DEM	
paraula		N	
:		:	
Seyor		N	
,		COMMA	
nós		PRO^1^PL	
merexem		VBPI^1^PL	
part		N	
haver		VB	
cascú		PRO^Q	
en		P	
aqueles		D^DEM	
coses		N	
que		C	
preses		VNI	
són		VBPI^3^PL	
,		COMMA	
axí		ADV	
con		C	
los		D	
altros		PRO^Q	
que		C	
n’		PRO^ADV	
han		VBPI^3^PL	
;		;	
e		CONJ	
no		NEG	
n’		PRO^ADV	
havem		VBPI^1^PL	
nostra		D^POS	
part		N	
e		CONJ	
morim		VBPI^1^PL	
de		P	
fam		N	
aquí		ADV	
,		COMMA	
e		CONJ	
volríem		VBPC^1^PL	
-nos		PRO^RFL^1^PL	
-en		PRO^ADV	
tornar		VB	
a		P	
nostres		D^POS	
terres		N	
.		.	
E		CONJ	
per		P	
aquesta		D^DEM	
raó		N	
la		D	
gent		N	
fa		VBPI^3^SG	
ço		PRO^3^SG	
que		C	
fa		VBPI^3^SG	
.		.	
Barons		N	
-		-	
-dixem		VBDI^1^PL	
nós		PRO^1^PL	
-		-	
-		-	
,		COMMA	
mal		N	
havets		VBPI^2^PL	
feyt		VNI	
,		COMMA	
e		CONJ	
penedir		VB	
-vos		PRO^RFL^2^PL	
n’		PRO^ADV	
éu		VBPI^2^PL	
.		.	
E		CONJ	
no		NEG	
us		PRO^RFL^2^PL	
hi		PRO^ADV	
torneu		VBPS^2^PL	
,		COMMA	
que		C	
sapiats		VBI^2^PL	
que		C	
no		NEG	
us		PRO^D^2^PL	
ho		PRO^A^NTR	
sofferria		VBPC^3^SG	
,		COMMA	
e		CONJ	
seria		VBPC^3^SG	
pejor		ADJ	
can		C	
nós		PRO^1^PL	
ne		PRO^ADV	
faríem		VBPC^1^PL	
una		D^Q	
gran		ADJ	
justícia		N	
,		COMMA	
e		CONJ	
vosaltres		PRO^2^PL	
auríets		VBPC^2^PL	
gran		ADJ	
dolor		N	
del		P+D	
mal		N	
que		C	
hauríets		VBPC^2^PL	
,		COMMA	
e		CONJ	
a		P	
nós		PRO^1^PL	
pesarie		VBDI^3^SG	
molt		ADV	
lo		D	
mal		N	
que		C	
feyt		VNI	
hauríem		VBPC^1^PL	
.		.	
E		CONJ	
,		COMMA	
quant		C	
vench		VBDI^3^SG	
passats		VNI	
·ii·		NUM	
dies		N	
,		COMMA	
éls		PRO^3^PL	
se		PRO^RFL^3^SG	
levaren		VBDI^3^PL	
altra		D^Q	
vegada		N	
e		CONJ	
escridaren		VBDI^3^PL	
-se		PRO^RFL^3^PL	
entre		P	
éls		PRO^3^PL	
e		CONJ	
dixeren		VBDI^3^PL	
:		:	
Anem		VBI^1^PL	
a		P	
la		D	
casa		N	
del		P+D	
prebost		N	
de		P	
Terragona		NPR	
.		.	
E		CONJ	
anaren		VBDI^3^PL	
-se		PRO^RFL^3^PL	
·n		PRO^ADV	
a		P	
la		D	
casa		N	
del		P+D	
prebost		N	
de		P	
Terragona		NPR	
e		CONJ	
barrejaren		VBDI^3^PL	
-li		PRO^D^3^SG	
tota		D^Q	
la		D	
casa		N	
e		CONJ	
tota		D^Q	
la		D	
roba		N	
que		C	
aquí		ADV	
era		VBDI^3^SG	
e		CONJ	
,		COMMA	
sinó		CONJ	
·ii·		NUM	
bèsties		N	
en		P	
què		WPRO	
él		PRO^3^SG	
cavalcava		VBDI^3^SG	
que		C	
eren		VBDI^3^PL	
en		P	
nostre		D^POS	
alberch		N	
,		COMMA	
no		NEG	
li		PRO^D^3^SG	
lexaren		VBDI^3^PL	
àls		PRO^Q	
.		.	
E		CONJ	
sobre		P	
açò		PRO^3^SG	
foren		VBDI^3^PL	
aquí		ADV	
los		D	
richs		ADJ	
hòmens		N	
denant		P	
nós		PRO^1^PL	
e		CONJ	
·ls		D	
bisbes		N	
.		.	
E		CONJ	
dixem		VBDI^1^PL	
-los		PRO^D^3^PL	
:		:	
Barons		N	
,		COMMA	
açò		PRO^3^SG	
no		NEG	
fa		VBPI^3^SG	
a		P	
sofferir		VB	
,		COMMA	
que		C	
tant		ADV	
los		PRO^A^3^PL	
poríem		VBPC^1^PL	
sofferir		VB	
que		C	
no		NEG	
·n		PRO^ADV	
romandria		VBPC^3^SG	
·i·		NUM	
FOL52r		FOL	
de		P	
vosaltres		PRO^2^PL	
que		C	
no		NEG	
us		PRO^A^2^PL	
metessen		VBDS^3^PL	
morts		VNI	
hó		CONJ	
no		NEG	
us		PRO^A^2^PL	
barrejassen		VBDS^3^PL	
ço		PRO^3^SG	
que		C	
hauríets		VBPC^2^PL	
.		.	
Mas		CONJ	
nós		PRO^1^PL	
vos		PRO^D^2^PL	
mostrarem		VBFI^1^PL	
bon		ADJ	
conseyl		N	
a		P	
pendre		VB	
:		:	
que		C	
en		P	
la		D	
primera		ADJ^Q	
cosa		N	
que		C	
començen		VBPI^3^PL	
tingam		VBPS^1^PL	
-nos		PRO^RFL^1^PL	
apparaylats		VNI	
que		C	
armem		VBPS^1^PL	
nós		PRO^1^PL	
e		CONJ	
nostres		D^POS	
cavals		N	
e		CONJ	
siam		VBPS^1^PL	
sus		P	
en		P	
la		D	
plassa		N	
,		COMMA	
que		C	
no		NEG	
y		PRO^ADV	
ha		VBPI^3^SG	
barrera		N	
ne		CONJ+NEG	
cadena		N	
;		;	
e		CONJ	
d’		P	
aquels		D^DEM	
que		C	
trobem		VBPI^1^PL	
que		C	
façen		VBPS^3^PL	
mal		N	
,		COMMA	
pengem		VBDI^1^PL	
-ne		PRO^ADV	
·xx·		NUM	
per		P	
comte		N	
;		;	
e		CONJ	
,		COMMA	
si		C	
no		NEG	
trobam		VBDI^1^PL	
d’		P	
aquels		D^DEM	
,		COMMA	
prengam		VBDI^1^PL	
d’		P	
aquels		D^DEM	
primers		ADJ	
que		C	
trobem		VBDI^1^PL	
e		CONJ	
pengem		VBDI^1^PL	
-los		PRO^A^3^PL	
per		P	
ço		PRO^3^SG	
que		C	
s’		PRO^RFL^3^PL	
escatmen		VBDI^3^PL	
.		.	
E		CONJ	
,		COMMA	
si		C	
açò		PRO^3^SG	
no		NEG	
fem		VBPI^1^PL	
,		COMMA	
tots		PRO^Q	
som		VBPI^1^PL	
en		P	
gran		ADJ	
trebayl		N	
.		.	
E		CONJ	
la		D	
nostra		D^POS	
part		N	
que		C	
nós		PRO^1^PL	
tenim		VBPI^1^PL	
en		P	
l’		D	
Almudayne		FW	
,		COMMA	
mudem		VBDI^1^PL	
-la		PRO^A^3^SG	
al		P+D	
Temple		NPR	
,		COMMA	
e		CONJ	
nós		PRO^1^PL	
,		COMMA	
nostre		D^POS	
cors		N	
,		COMMA	
haguem		VBDI^1^PL	
-la		PRO^A^3^SG	
aguiar		VB	
entrò		P	
là		ADV	
,		COMMA	
e		CONJ	
que		C	
la		PRO^A^3^SG	
·ns		PRO^D^1^PL	
estojassen		VBDS^3^PL	
.		.	
E		CONJ	
sobre		P	
açò		PRO^3^SG	
parlam		VBDI^1^PL	
ab		P	
lo		D	
poble		N	
de		P	
la		D	
vila		N	
e		CONJ	
dixem		VBDI^1^PL	
-los		PRO^D^3^PL	
:		:	
Barons		N	
,		COMMA	
vosaltres		PRO^2^PL	
havets		VBPI^2^PL	
començada		VNI	
la		D	
pus		ADV	
nova		VBDI^3^SG	
obra		N	
que		C	
anch		ADV	
fo		VBDI^3^SG	
,		COMMA	
de		P	
barrejar		VB	
cases		N	
,		COMMA	
e		CONJ	
majorment		ADV	
d’		P	
aquels		D^DEM	
qui		C	
no		NEG	
us		PRO^A^2^PL	
tenen		VBPI^3^PL	
tort		N	
de		P	
poch		ADV	
ni		CONJ+NEG	
de		P	
molt		ADV	
.		.	
E		CONJ	
fas		VBPI^1^SG	
-vos		PRO^D^2^PL	
saber		VB	
que		C	
d’		P	
aquí		ADV	
enant		ADV	
no		NEG	
us		PRO^D^2^PL	
serà		VBFI^3^SG	
soffert		VNI	
,		COMMA	
ans		ADV	
ne		PRO^ADV	
farem		VBFI^1^PL	
tants		D^Q	
penjar		VB	
per		P	
les		D	
carreres		N	
,		COMMA	
que		C	
la		D	
vila		N	
vos		PRO^D^2^PL	
podirà		VBFI^3^SG	
.		.	
E		CONJ	
volré		VBFI^1^SG	
jo		PRO^1^SG	
e		CONJ	
·ls		D	
richs		ADJ	
hòmens		N	
qui		C	
aquí		ADV	
són		VBPI^3^PL	
que		C	
us		PRO^D^2^PL	
sia		VBPS^3^SG	
dada		VNI	
vostra		D^POS	
part		N	
,		COMMA	
també		ADV	
de		P	
l’		D	
aver		N	
con		C	
de		P	
les		D	
terres		N	
.		.	
E		CONJ	
,		COMMA	
quan		C	
hoïren		VBDI^3^PL	
aquesta		D^DEM	
bona		ADJ	
paraula		N	
que		C	
jo		PRO^1^SG	
·ls		PRO^D^3^PL	
deÿa		VBDI^3^SG	
,		COMMA	
acadaren		VBDI^3^PL	
-se		PRO^RFL^3^PL	
e		CONJ	
tolgueren		VBDI^3^PL	
-se		PRO^RFL^3^PL	
de		P	
la		D	
malea		N	
que		C	
havien		VBDI^3^PL	
començada		VNI	
.		.	
Però		CONJ	
no		NEG	
asseguram		VBDI^1^PL	
nós		PRO^1^PL	
tant		ADV	
als		P+D	
bisbes		N	
ni		CONJ+NEG	
al		P+D	
prebost		N	
que		C	
ja		ADV	
gosassen		VBDS^3^PL	
exir		VB	
de		P	
la		D	
Almudayna		NPR	
per		P	
tot		D^Q	
aquel		D^DEM	
dia		N	
entrò		P	
que		C	
·l		D	
poble		N	
fo		VBDI^3^SG	
aquedat		VNI	
,		COMMA	
que		C	
·ls		PRO^D^3^PL	
dixem		VBDI^1^PL	
que		C	
comptaríem		VBPC^1^PL	
e		CONJ	
puys		ADV	
daríem		VBPC^1^PL	
lur		D^POS	
part		N	
.		.	
E		CONJ	
la		D	
nuyt		N	
,		COMMA	
quan		C	
lo		D	
poble		N	
fo		VBDI^3^SG	
aquedat		VNI	
,		COMMA	
éls		PRO^3^PL	
se		PRO^RFL^3^PL	
n’		PRO^ADV	
anaren		VBDI^3^PL	
cascú		PRO^Q	
a		P	
lur		D^POS	
casa		N	
.		.	
E		CONJ	
,		COMMA	
a		P	
la		D	
Pascha		NPR	
passada		VNI	
,		COMMA	
Don		DPR	
Nuno		NPR	
armà		VBDI^3^SG	
una		D^Q	
nau		N	
e		CONJ	
·ii·		NUM	
galees		N	
per		P	
entrar		VB	
en		P	
cors		N	
en		P	
les		D	
partides		N	
de		P	
Barberia		NPR	
.		.	
E		CONJ	
,		COMMA	
en		P	
aquest		D^DEM	
espay		N	
que		C	
él		PRO^3^SG	
armà		VBDI^3^SG	
la		D	
nau		N	
,		COMMA	
ach		VBDI^3^SG	
malaltia		N	
En		DPR	
Guillem		NPR	
de		P	
Clarmont		NPR	
e		CONJ	
,		COMMA	
als		P+D	
·viii·		NUM	
dies		N	
depuys		ADV	
que		C	
la		D	
malaltia		N	
li		PRO^D^3^SG	
començà		VBDI^3^SG	
,		COMMA	
él		PRO^3^SG	
morí		VBDI^3^SG	
.		.	
E		CONJ	
·l		D	
soterrar		VB	
ach		VBDI^3^SG	
malautia		N	
En		DPR	
Ramon		NPR	
Alaman		NPR	
e		CONJ	
Don		DPR	
Garcia		NPR	
Péreç		NPR	
de		P	
Meytats		NPR	
,		COMMA	
qui		C	
era		VBDI^3^SG	
d’		P	
Aragó		NPR	
e		CONJ	
home		N	
de		P	
bon		ADJ	
liynatge		N	
e		CONJ	
de		P	
la		D	
nostra		D^POS	
meynada		N	
,		COMMA	
e		CONJ	
a		P	
altres		D^Q	
FOL52v		FOL	
·viii·		NUM	
dies		N	
foren		VBDI^3^PL	
morts		VNI	
abdós		D^Q	
.		.	
E		CONJ	
,		COMMA	
quan		C	
aquests		D^DEM	
abdós		D^Q	
foren		VBDI^3^PL	
morts		VNI	
,		COMMA	
En		DPR	
Guerau		NPR	
de		P	
Cerveyló		NPR	
,		COMMA	
fiyl		N	
d’		P	
En		DPR	
Guillem		NPR	
de		P	
Cerveyló		NPR	
,		COMMA	
major		ADJ	
frare		N	
d’		P	
En		DPR	
Ramon		NPR	
Alaman		NPR	
,		COMMA	
fo		VBDI^3^SG	
malalte		VNI	
e		CONJ	
als		P+D	
·viii·		NUM	
dies		N	
él		PRO^3^SG	
fo		VBDI^3^SG	
mort		VNI	
.		.	
E		CONJ	
el		D	
comte		N	
d’		P	
Ampúries		NPR	
,		COMMA	
quan		C	
víu		VBDI^3^SG	
la		D	
mort		N	
d’		P	
aquests		D^DEM	
·iii·		NUM	
,		COMMA	
dix		VBDI^3^SG	
que		C	
tots		D^Q	
aquels		D^DEM	
qui		C	
eren		VBDI^3^PL	
del		P+D	
liynatge		N	
de		P	
Muntcada		NPR	
hi		PRO^ADV	
haurien		VBPC^3^PL	
a		P	
murir		VB	
,		COMMA	
e		CONJ	
sempre		ADV	
fo		VBDI^3^SG	
malalte		ADJ	
e		CONJ	
no		NEG	
malavejà		VBDI^3^SG	
sinó		CONJ	
·viii·		NUM	
dies		N	
e		CONJ	
a		P	
cap		N	
dels		P+D	
·viii·		NUM	
dies		N	
él		PRO^3^SG	
murí		VBDI^3^SG	
.		.	
E		CONJ	
tots		PRO^Q	
·iiii·		NUM	
,		COMMA	
qui		C	
eren		VBDI^3^PL	
nobles		N	
e		CONJ	
grans		ADJ	
hòmens		N	
de		P	
Cathalunya		NPR	
,		COMMA	
moriren		VBDI^3^PL	
dins		ADV	
·i·		NUM	
més		N	
.		.	
E		CONJ	
nós		PRO^1^PL	
vim		VBDI^1^PL	
aquesta		D^DEM	
mortaldat		N	
que		C	
era		VBDI^3^SG	
venguda		VNI	
en		P	
tan		ADV	
alts		ADJ	
hòmens		N	
de		P	
la		D	
ost		N	
e		CONJ	
pesà		VBDI^3^SG	
·ns		PRO^D^1^PL	
molt		ADV	
.		.	
E		CONJ	
Don		DPR	
Pero		NPR	
Corneyl		NPR	
féu		VBDI^3^SG	
parlar		VB	
que		C	
hiria		VBPC^3^SG	
en		P	
Aragó		NPR	
e		CONJ	
dix		VBDI^3^SG	
-nos		PRO^D^1^PL	
que		C	
li		PRO^D^3^SG	
faéssem		VBDS^1^PL	
donar		VB	
·c·		NUM	
mília		NUM	
sous		N	
e		CONJ	
venria		VBPC^3^SG	
a		P	
nós		PRO^1^PL	
ab		P	
·cl·		NUM	
cavalers		N	
,		COMMA	
ço		PRO^3^SG	
és		VBPI^3^SG	
a		P	
saber		VB	
,		COMMA	
·c·		NUM	
per		P	
los		D	
diners		N	
e		CONJ	
·l·		NUM	
per		P	
la		D	
honor		N	
que		C	
tenia		VBDI^3^SG	
per		P	
nós		PRO^1^PL	
.		.	
E		CONJ	
nós		PRO^1^PL	
donam		VBPI^1^PL	
-los		PRO^A^3^PL	
-li		PRO^D^3^SG	
e		CONJ	
faem		VBDI^1^PL	
-lo		PRO^A^3^SG	
·n		PRO^ADV	
passar		VB	
en		P	
Aragó		NPR	
.		.	
E		CONJ	
acordam		VBDI^1^PL	
-nos		PRO^RFL^1^PL	
ab		P	
Don		DPR	
Nuno		NPR	
,		COMMA	
qui		C	
era		VBDI^3^SG	
romàs		VBDI^3^SG	
ab		P	
nós		PRO^1^PL	
,		COMMA	
e		CONJ	
ab		P	
lo		D	
bisbe		N	
de		P	
Barcelona		NPR	
que		C	
,		COMMA	
pus		C	
los		D	
cavalers		N	
d’		P	
En		DPR	
Guillem		NPR	
de		P	
Muntcada		NPR	
e		CONJ	
d’		P	
En		DPR	
Ramon		NPR	
e		CONJ	
d’		P	
aquels		D^DEM	
richs		ADJ	
hòmens		N	
que		C	
dessús		P	
havem		VBPI^1^PL	
dits		VNI	
eren		VBDI^3^PL	
morts		VNI	
,		COMMA	
que		C	
nos		PRO^RFL^1^PL	
enviàssem		VBDS^1^PL	
cartes		N	
a		P	
Don		DPR	
Athó		NPR	
de		P	
Foçes		NPR	
e		CONJ	
a		P	
Don		DPR	
Rodrigo		NPR	
Liçana		NPR	
,		COMMA	
qui		C	
eren		VBDI^3^PL	
en		P	
Aragó		NPR	
,		COMMA	
que		C	
·ns		PRO^D^1^PL	
venguessen		VBDS^3^PL	
servir		VB	
la		D	
honor		N	
que		C	
tenien		VBDI^3^PL	
de		P	
nós		PRO^1^PL	
.		.	
E		CONJ	
enviam		VBDI^1^PL	
-hi		PRO^ADV	
,		COMMA	
e		CONJ	
éls		PRO^3^PL	
trameseren		VBDI^3^PL	
-nos		PRO^D^1^PL	
cartes		N	
que		C	
y		PRO^ADV	
venrien		VBPC^3^PL	
de		P	
bon		ADJ	
grat		N	
.		.	
E		CONJ	
,		COMMA	
mentre		ADV	
que		C	
aquels		D^DEM	
s’		PRO^RFL^3^PL	
apareylaven		VBDI^3^PL	
de		P	
venir		VB	
,		COMMA	
fo		VBDI^3^SG	
nostre		D^POS	
acort		N	
que		C	
faéssem		VBDS^1^PL	
una		D^Q	
cavalcada		N	
,		COMMA	
que		C	
·ls		D	
sarraïns		N	
se		PRO^RFL^3^PL	
n’		PRO^ADV	
eren		VBDI^3^PL	
pujats		VNI	
en		P	
la		D	
muntanya		N	
de		P	
Sòller		NPR	
e		CONJ	
d’		P	
Almerug		NPR	
e		CONJ	
de		P	
Bayaltahar		NPR	
e		CONJ	
tenien		VBDI^3^PL	
totes		D^Q	
aqueles		D^DEM	
montanyes		N	
e		CONJ	
defenien		VBDI^3^PL	
als		P+D	
chrestians		ADJ	
que		C	
no		NEG	
y		PRO^ADV	
podien		VBDI^3^PL	
mal		N	
fer		VB	
tro		P	
en		P	
Polença		NPR	
.		.	
E		CONJ	
exim		VBDI^1^PL	
de		P	
la		D	
vila		N	
e		CONJ	
anam		VBDI^1^PL	
-nos		PRO^RFL^1^PL	
-en		PRO^ADV	
per		P	
·i·		NUM	
val		N	
que		C	
ha		VBPI^3^SG	
nom		N	
Bunyola		NPR	
ab		P	
aquels		D^DEM	
cavalers		N	
e		CONJ	
hòmens		N	
de		P	
peu		N	
que		C	
nós		PRO^1^PL	
podíem		VBDI^1^PL	
haver		VB	
,		COMMA	
car		C	
tota		D^Q	
la		D	
major		ADJ	
partida		N	
se		PRO^RFL^3^PL	
n’		PRO^ADV	
eren		VBDI^3^PL	
anats		VNI	
los		D	
uns		D^Q	
en		P	
Cathalunya		NPR	
e		CONJ	
·ls		D	
altres		D^Q	
en		P	
Aragó		NPR	
.		.	
E		CONJ	
ab		P	
aquels		D^DEM	
que		C	
poguem		VBDI^1^PL	
haver		VB	
començam		VBDI^1^PL	
de		P	
fer		VB	
aquela		D^DEM	
cavalcada		N	
.		.	
FOL53r		FOL	
E		CONJ	
lexam		VBDI^1^PL	
·i·		NUM	
castel		N	
qui		C	
·s		PRO^RFL^3^SG	
té		VBPI^3^SG	
ab		P	
aquela		D^DEM	
montanya		N	
,		COMMA	
qui		C	
ha		VBPI^3^SG	
nom		N	
Alaró		NPR	
,		COMMA	
e		CONJ	
és		VBPI^3^SG	
lo		D	
pus		ADV	
fort		ADJ	
castel		N	
del		P+D	
regne		N	
de		P	
Maylorques		NPR	
a		P	
la		D	
part		N	
dreta		ADJ	
.		.	
E		CONJ	
,		COMMA	
quan		C	
nós		PRO^1^PL	
fom		VBDI^1^PL	
sus		P	
a		P	
la		D	
montanya		N	
,		COMMA	
envià		VBDI^3^SG	
·ns		PRO^D^1^PL	
a		P	
dir		VB	
aquel		D^DEM	
qui		C	
era		VBDI^3^SG	
cap		N	
de		P	
la		D	
devantera		N	
nostra		D^POS	
que		C	
·ls		D	
peons		N	
no		NEG	
volien		VBDI^3^PL	
albergar		VB	
en		P	
aquel		D^DEM	
loch		N	
on		C	
él		PRO^3^SG	
los		PRO^D^3^PL	
havia		VBDI^3^SG	
manat		VN	
,		COMMA	
mas		CONJ	
que		C	
·s		PRO^RFL^3^PL	
n’		PRO^ADV	
anaven		VBDI^3^PL	
ves		P	
Incha		NPR	
.		.	
E		CONJ	
nós		PRO^1^PL	
lexam		VBDI^1^PL	
nostra		D^POS	
reraguarda		N	
a		P	
·N		DPR	
Guillem		NPR	
de		P	
Muntcada		NPR	
per		P	
nom		N	
,		COMMA	
fiyl		N	
d’		P	
En		DPR	
Ramon		NPR	
de		P	
Muntcada		NPR	
,		COMMA	
e		CONJ	
cuydam		VBDI^1^PL	
-nos		PRO^RFL^1^PL	
que		C	
·l		D	
trobàssem		VBDS^1^PL	
e		CONJ	
que		C	
·ls		PRO^A^3^PL	
faéssem		VBDS^1^PL	
romanir		VB	
.		.	
E		CONJ	
,		COMMA	
quan		C	
nós		PRO^1^PL	
fom		VBDI^1^PL	
là		ADV	
,		COMMA	
vim		VBDI^1^PL	
-los		PRO^A^3^PL	
ja		ADV	
al		P+D	
peu		N	
de		P	
la		D	
costa		N	
que		C	
se		PRO^RFL^3^PL	
n’		PRO^ADV	
anaven		VBDI^3^PL	
a		P	
una		D^Q	
alqueria		N	
per		P	
nom		N	
Incha		NPR	
.		.	
E		CONJ	
,		COMMA	
can		C	
ho		PRO^A^NTR	
vim		VBDI^1^PL	
,		COMMA	
no		NEG	
gosam		VBDI^1^PL	
desemparar		VB	
la		D	
companya		N	
.		.	
E		CONJ	
havien		VBDI^3^PL	
pres		VNI	
en		P	
la		D	
companya		N	
·ii·		NUM	
o		CONJ	
·iii·		NUM	
bísties		N	
.		.	
E		CONJ	
tornam		VBDI^1^PL	
corrén		VG	
a		P	
la		D	
reragarda		N	
ab		P	
·iii·		NUM	
cavallers		N	
qui		C	
eren		VBDI^3^PL	
ab		P	
nós		PRO^1^PL	
.		.	
E		CONJ	
,		COMMA	
quan		C	
nós		PRO^1^PL	
fom		VBDI^1^PL	
là		ADV	
,		COMMA	
la		D	
rereguarda		N	
nostra		D^POS	
havia		VBDI^3^SG	
ja		ADV	
brocat		VN	
e		CONJ	
havia		VBDI^3^SG	
·ls		PRO^A^3^PL	
pujats		VNI	
per		P	
una		D^Q	
costa		N	
plana		N	
que		C	
y		PRO^ADV	
havia		VBDI^3^SG	
,		COMMA	
e		CONJ	
havien		VBDI^3^PL	
cobrades		VNI	
les		D	
bèsties		N	
.		.	
E		CONJ	
,		COMMA	
quan		C	
nós		PRO^1^PL	
vinguem		VBDI^1^PL	
,		COMMA	
trobam		VBDI^1^PL	
los		D	
nostres		D^POS	
tornats		VNI	
a		P	
la		D	
carrera		N	
e		CONJ	
bé		ADV	
·dc·		NUM	
sarraïns		N	
o		CONJ	
pus		ADV	
que		C	
·ls		PRO^A^3^PL	
aestmaven		VBDS^3^PL	
,		COMMA	
qui		C	
eren		VBDI^3^PL	
en		P	
·i·		NUM	
pug		N	
aestman		VG	
si		C	
·ls		PRO^A^3^PL	
porien		VBPC^3^PL	
mal		N	
fer		VB	
;		;	
e		CONJ	
per		P	
ço		PRO^3^SG	
escometeren		VBDI^3^PL	
la		D	
companya		N	
quan		C	
viren		VBDI^3^PL	
que		C	
la		D	
devantera		N	
se		PRO^RFL^3^PL	
n’		PRO^ADV	
anava		VBDI^3^SG	
.		.	
E		CONJ	
nós		PRO^1^PL	
,		COMMA	
tots		PRO^Q	
justats		VNI	
,		COMMA	
anam		VBDI^1^PL	
-nos		PRO^RFL^1^PL	
-en		PRO^ADV	
en		P	
aquel		D^DEM	
loch		N	
hon		C	
devíem		VBDI^1^PL	
albergar		VB	
e		CONJ	
aquí		ADV	
haguem		VBDI^1^PL	
nostre		D^POS	
acort		N	
en		P	
cal		C	
manera		N	
nos		PRO^RFL^1^PL	
captendríem		VBPC^1^PL	
.		.	
E		CONJ	
En		DPR	
Guillem		NPR	
de		P	
Muntcada		NPR	
,		COMMA	
fiyl		N	
d’		P	
En		DPR	
Ramon		NPR	
,		COMMA	
e		CONJ	
Don		DPR	
Nuno		NPR	
e		CONJ	
Don		DPR	
Pero		NPR	
Corneyl		NPR	
,		COMMA	
qui		C	
era		VBDI^3^SG	
ja		ADV	
vengut		VNI	
,		COMMA	
e		CONJ	
dels		P+D	
cavallers		N	
qui		C	
sabien		VBDI^3^PL	
de		P	
feyt		N	
d’		P	
armes		N	
dixeren		VBDI^3^PL	
-nos		PRO^D^1^PL	
que		C	
no		NEG	
seria		VBPC^3^SG	
bon		ADJ	
sen		N	
que		C	
nós		PRO^1^PL	
albergàssem		VBDS^1^PL	
tan		ADV	
prop		P	
de		P	
lur		D^POS	
poder		N	
,		COMMA	
car		C	
éls		PRO^3^PL	
eren		VBDI^3^PL	
bé		ADV	
·iii·		NUM	
mília		NUM	
,		COMMA	
e		CONJ	
les		D	
azembles		N	
e		CONJ	
la		D	
major		ADJ	
partida		N	
del		P+D	
conduyt		N	
e		CONJ	
dels		P+D	
hòmens		N	
de		P	
peu		N	
que		C	
tots		PRO^Q	
se		PRO^RFL^3^PL	
n’		PRO^ADV	
eren		VBDI^3^PL	
anats		VNI	
,		COMMA	
que		C	
no		NEG	
seria		VBPC^3^SG	
sen		N	
de		P	
romanir		VB	
en		P	
aquel		D^DEM	
loch		N	
.		.	
E		CONJ	
fo		VBDI^3^SG	
nostre		D^POS	
acort		N	
que		C	
·ns		PRO^RFL^1^PL	
en		P	
anàssem		VBDS^1^PL	
aquela		D^DEM	
nuyt		N	
a		P	
Incha		NPR	
.		.	
E		CONJ	
metem		VBDI^1^PL	
nostres		D^POS	
azembles		N	
denant		P	
aqueles		D^DEM	
que		C	
·ns		PRO^D^1^PL	
eren		VBDI^3^PL	
romases		VNI	
.		.	
Quan		WADV	
vim		VBDI^1^PL	
FOL53v		FOL	
que		C	
eren		VBDI^3^PL	
lajús		ADV	
,		COMMA	
al		P+D	
peu		N	
de		P	
la		D	
costa		N	
,		COMMA	
suau		ADV	
e		CONJ	
gent		ADV	
devalam		VBDI^1^PL	
-nos		PRO^RFL^1^PL	
-en		PRO^ADV	
.		.	
E		CONJ	
en		P	
tota		D^Q	
aquela		D^DEM	
rereguarda		N	
no		NEG	
havia		VBDI^3^SG	
·xl·		NUM	
cavallers		N	
.		.	
E		CONJ	
,		COMMA	
quan		C	
los		D	
sarraïns		N	
viren		VBDI^3^PL	
que		C	
nós		PRO^1^PL	
faíem		VBDI^1^PL	
tan		ADV	
bo		ADJ	
capteniment		N	
,		COMMA	
no		NEG	
gosaven		VBDI^3^PL	
venir		VB	
a		P	
nós		PRO^1^PL	
.		.	
E		CONJ	
anam		VBDI^1^PL	
-nos		PRO^RFL^1^PL	
-en		PRO^ADV	
albergar		VB	
a		P	
Incha		NPR	
,		COMMA	
que		C	
és		VBPI^3^SG	
la		D	
major		ADJ	
alqueria		N	
que		C	
és		VBPI^3^SG	
en		P	
Maylorques		NPR	
.		.	
E		CONJ	
tornam		VBDI^1^PL	
-nos		PRO^RFL^1^PL	
-en		PRO^ADV	
a		P	
la		D	
vila		N	
.		.	
E		CONJ	
,		COMMA	
nós		PRO^1^PL	
tornat		VNI	
a		P	
Maylorques		NPR	
,		COMMA	
vench		VBDI^3^SG	
lo		D	
maestre		N	
de		P	
l’		D	
Espital		NPR	
,		COMMA	
per		P	
nom		N	
N’		DPR	
Uc		NPR	
Fuylalquer		NPR	
,		COMMA	
e		CONJ	
vengren		VBDI^3^PL	
ab		P	
él		PRO^3^SG	
de		P	
